metropolitan_statistical_area_micropolitan_statistical_area,NAME,B23025_005E,B23025_002E,ent_earnings,number_ents,B01003_001E,number_female_ents,unemployment_rate,geoid,ent_ratio,female_ent_ratio,estab_change,job_change,prices,ent_earningsZ,pricesZ,ent_ratioZ,female_ent_ratioZ,estab_changeZ,finalZ
45780,"Toledo, OH Metro Area",21027,311380,70648,6479,603668,1525,6.752842186396044,45780,0.010732720634520961,0.23537582960333384,-0.0812274368231047,-0.1563955080799781,97.2,0.07643169150604594,0.06671675009700659,-0.683888467865352,-0.7159419904916519,-0.35963793155728735,-0.24499811560338186
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",186257,3164928,70971,106318,6096120,28146,5.885031191862816,37980,0.017440273485430077,0.26473409958802835,0.0062266500622665,0.0510513991607354,101.2,0.07643806972806019,-1.1368628738490192,0.29258798586791446,-0.40871115759236554,0.19921198950759822,-0.26828236889322776
37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",22997,445581,90045,15413,854223,4911,5.161126708724115,37100,0.018043297827382312,0.3186271329397262,-0.05227077977720651,0.01742225552641439,101.6,0.07681472052279652,-1.257220836243619,0.38037545233037334,0.15527308033252593,-0.17459883183386363,-0.30512067463597187
49340,"Worcester, MA-CT Metro Area",22647,496922,75120,12986,942475,3939,4.557455697272409,49340,0.013778614817369162,0.3033266594794394,0.01256281407035176,0.03441029682164434,101,0.07651999927337638,-1.076683892651717,-0.24047132062494242,-0.004844569903950231,0.23970140380351176,-0.308339608295521
12580,"Baltimore-Columbia-Towson, MD Metro Area",77817,1512801,65659,48919,2808175,14202,5.143901940836898,12580,0.017420210635020965,0.29031664588401235,0.06395348837209303,0.007054191502160004,102.8,0.07633317463412921,-1.6182947234274276,0.2896672632952081,-0.14099282778964647,0.5680985696745947,-0.31276789828640655
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",168005,2125986,62291,57326,4580670,20047,7.90245090983666,40140,0.01251476312417179,0.3497017060321669,0.007666290868094701,0.06611444638650353,101.6,0.07626666735318803,-1.257220836243619,-0.4244611373061311,0.48046482283497965,0.20841159560209002,-0.35707634345975836
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",72721,2045758,70139,77886,3600618,22460,3.554721526202024,33460,0.021631286629128665,0.2883701820609609,0.00589906051999126,1.1011442141623489,103.9,0.0764216403759987,-1.9492791200125874,0.9027099995250464,-0.16136234213351608,0.19711862376149922,-0.3656699174846189
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",93198,2133932,75571,79547,3867046,26896,4.367430639776713,42660,0.020570481964786558,0.33811457377399523,0.05762888387432737,0.04037532961199959,106.3,0.07652890508801548,-2.6714268943802,0.7482794941284181,0.35920685033019045,0.5276830230692573,-0.4950090988239028
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",164168,3548144,76739,112284,6216710,38801,4.6268697099103075,47900,0.018061643538141558,0.345561255388123,0.04485006518904824,0.014485864964577534,105.4,0.07655196937071716,-2.400621478992347,0.3830461960399778,0.43713549516644984,0.44602369681122617,-0.49534852173667476
41860,"San Francisco-Oakland-Hayward, CA Metro Area",115764,2629341,86022,85089,4727357,27451,4.402776208943609,41860,0.01799927528215026,0.32261514414319126,0.1741249446167479,0.16366661212022038,110.7,0.07673527907647042,-3.99536448072083,0.37396670985633085,0.1970071472339819,1.2721172361393158,-0.8343447844784273
35300,"New Haven-Milford, CT Metro Area",31793,459625,75688,13070,860435,3463,6.917160728855045,35300,0.015189991109148279,0.2649579188982402,0.04689331770222743,0.0025834658187599362,107.6,0.07653121546564912,-3.062590272162658,-0.035005072812539784,-0.4063689149080662,0.45908050806354084,-0.859292642996274
35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",572055,10626130,70252,425836,20320876,126039,5.383474510475591,35620,0.020955592662442308,0.29598014259010513,0.03814868350196979,0.08631762091836452,109.9,0.07642387176636282,-3.754648555931626,0.8043433875781227,-0.08172500270859183,0.4032004650992738,-0.8777735221615951
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",44477,1087527,91453,29350,1998463,9796,4.089737542148378,41940,0.014686286411106936,0.3337649063032368,0.13580691642651296,0.3820130279470477,110.4,0.07684252404166979,-3.905096008924879,-0.10833372011578564,0.31368809324495583,1.0272570152837381,-0.9410068295110439
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",33733,513600,80365,23539,949921,5471,6.567951713395638,14860,0.02477995538576366,0.23242278771400654,-0.020816653322658127,-0.08737509139653912,110.5,0.07662357133054279,-3.935185499523528,1.3610889299337652,-0.7468452255840975,0.026399620180500256,-0.9624177481265065
