"RPP2 Regional Price Parities by MSA and state portion"
"RPPs: Goods (index)" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"39540","Racine, WI (Metropolitan Statistical Area)",95.6
"39580","Raleigh, NC (Metropolitan Statistical Area)",97.9
"39660","Rapid City, SD (Metropolitan Statistical Area)",96.2
"39740","Reading, PA (Metropolitan Statistical Area)",98.0
"39820","Redding, CA (Metropolitan Statistical Area)",95.4
"39900","Reno, NV (Metropolitan Statistical Area)",95.4
"40060","Richmond, VA (Metropolitan Statistical Area)",97.7
"40140","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",101.6
"40220","Roanoke, VA (Metropolitan Statistical Area)",97.0
"40340","Rochester, MN (Metropolitan Statistical Area)",96.1
"40380","Rochester, NY (Metropolitan Statistical Area)",98.0
"40420","Rockford, IL (Metropolitan Statistical Area)",97.2
"40580","Rocky Mount, NC (Metropolitan Statistical Area)",97.9
"40660","Rome, GA (Metropolitan Statistical Area)",91.3
"40900","Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)",95.4
"40980","Saginaw, MI (Metropolitan Statistical Area)",97.2
"41060","St. Cloud, MN (Metropolitan Statistical Area)",97.2
"41100","St. George, UT (Metropolitan Statistical Area)",99.4
"41140","St. Joseph, MO-KS (Metropolitan Statistical Area)",96.8
"41180","St. Louis, MO-IL (Metropolitan Statistical Area)",94.3
"41420","Salem, OR (Metropolitan Statistical Area)",99.0
"41500","Salinas, CA (Metropolitan Statistical Area)",95.4
"41540","Salisbury, MD-DE (Metropolitan Statistical Area)",91.3
"41620","Salt Lake City, UT (Metropolitan Statistical Area)",95.6
"41660","San Angelo, TX (Metropolitan Statistical Area)",97.8
"41700","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",97.5
"41740","San Diego-Carlsbad, CA (Metropolitan Statistical Area)",100.1
"41860","San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)",110.7
"41940","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",110.4
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",95.4
"42100","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",110.7
"42140","Santa Fe, NM (Metropolitan Statistical Area)",95.4
"42200","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",95.4
"42220","Santa Rosa, CA (Metropolitan Statistical Area)",110.7
"42340","Savannah, GA (Metropolitan Statistical Area)",97.9
"42540","Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",98.0
"42660","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",106.3
"42680","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",91.3
"42700","Sebring, FL (Metropolitan Statistical Area)",91.3
"43100","Sheboygan, WI (Metropolitan Statistical Area)",97.2
"43300","Sherman-Denison, TX (Metropolitan Statistical Area)",97.9
"43340","Shreveport-Bossier City, LA (Metropolitan Statistical Area)",97.6
"43420","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",99.4
"43580","Sioux City, IA-NE-SD (Metropolitan Statistical Area)",95.7
"43620","Sioux Falls, SD (Metropolitan Statistical Area)",97.1
"43780","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",96.7
"43900","Spartanburg, SC (Metropolitan Statistical Area)",97.5
"44060","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",96.0
"44100","Springfield, IL (Metropolitan Statistical Area)",97.2
"44140","Springfield, MA (Metropolitan Statistical Area)",98.0
"44180","Springfield, MO (Metropolitan Statistical Area)",97.0
"44220","Springfield, OH (Metropolitan Statistical Area)",97.2
"44300","State College, PA (Metropolitan Statistical Area)",98.0
"44420","Staunton-Waynesboro, VA (Metropolitan Statistical Area)",91.3
"44700","Stockton-Lodi, CA (Metropolitan Statistical Area)",95.4
"44940","Sumter, SC (Metropolitan Statistical Area)",97.9
"45060","Syracuse, NY (Metropolitan Statistical Area)",98.0
"45220","Tallahassee, FL (Metropolitan Statistical Area)",97.4
"45300","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",96.5
"45460","Terre Haute, IN (Metropolitan Statistical Area)",96.9
"45500","Texarkana, TX-AR (Metropolitan Statistical Area)",96.7
"45540","The Villages, FL (Metropolitan Statistical Area)",91.3
"45780","Toledo, OH (Metropolitan Statistical Area)",97.2
"45820","Topeka, KS (Metropolitan Statistical Area)",96.5
"45940","Trenton, NJ (Metropolitan Statistical Area)",102.6
"46060","Tucson, AZ (Metropolitan Statistical Area)",95.4
"46140","Tulsa, OK (Metropolitan Statistical Area)",97.7
"46220","Tuscaloosa, AL (Metropolitan Statistical Area)",96.6
"46340","Tyler, TX (Metropolitan Statistical Area)",97.9
"46520","Urban Honolulu, HI (Metropolitan Statistical Area)",114.1
"46540","Utica-Rome, NY (Metropolitan Statistical Area)",98.0
"46660","Valdosta, GA (Metropolitan Statistical Area)",91.3
"46700","Vallejo-Fairfield, CA (Metropolitan Statistical Area)",110.7
"47020","Victoria, TX (Metropolitan Statistical Area)",97.5
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",101.2
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",97.8
"47300","Visalia-Porterville, CA (Metropolitan Statistical Area)",95.4
"47380","Waco, TX (Metropolitan Statistical Area)",97.1
"47460","Walla Walla, WA (Metropolitan Statistical Area)",99.4
"47580","Warner Robins, GA (Metropolitan Statistical Area)",97.2
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",105.4
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",96.4
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)",98.0
"48140","Wausau, WI (Metropolitan Statistical Area)",97.2
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",97.2
"48300","Wenatchee, WA (Metropolitan Statistical Area)",99.4
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)",97.9
"48620","Wichita, KS (Metropolitan Statistical Area)",97.0
"48660","Wichita Falls, TX (Metropolitan Statistical Area)",97.5
"48700","Williamsport, PA (Metropolitan Statistical Area)",98.0
"48900","Wilmington, NC (Metropolitan Statistical Area)",97.1
"49020","Winchester, VA-WV (Metropolitan Statistical Area)",91.3
"49180","Winston-Salem, NC (Metropolitan Statistical Area)",97.9
"49340","Worcester, MA-CT (Metropolitan Statistical Area)",101.0
"49420","Yakima, WA (Metropolitan Statistical Area)",95.4
"49620","York-Hanover, PA (Metropolitan Statistical Area)",98.0
"49660","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",97.4
"49700","Yuba City, CA (Metropolitan Statistical Area)",95.4
"49740","Yuma, AZ (Metropolitan Statistical Area)",95.4
"Legend / Footnotes:"
"1/ Regional Price Parities are not available for the Enid, OK, Metropolitan Statistical Area prior to year 2013."
"2/ For years prior to 2013, Regional Price Parities for the United States Nonmetropolitan Portion were estimated using statistical area delineations published by the Office of Management and Budget in February 2013."
"Last updated: May 17, 2018-- new estimates for 2016; revised estimates for 2014-2015."
